Time,Device name,Chip Time(),Angle X(°)
 12:14:45.262,fe:77:90:13:0e:6b, 2015-01-01 00:07:54.280, -54.772,
 12:14:45.263,cd:75:20:e1:ef:ef, 2015-01-01 00:07:48.025, -9.124,
 12:14:45.351,fe:77:90:13:0e:6b, 2015-01-01 00:07:54.280, -54.382,
 12:14:45.385,cd:75:20:e1:ef:ef, 2015-01-01 00:07:48.025, -9.201,
 12:14:45.446,cd:75:20:e1:ef:ef, 2015-01-01 00:07:48.025, -8.959,
 12:14:45.471,fe:77:90:13:0e:6b, 2015-01-01 00:07:54.280, -54.531,
 12:14:45.531,fe:77:90:13:0e:6b, 2015-01-01 00:07:54.280, -54.465,
 12:14:45.563,cd:75:20:e1:ef:ef, 2015-01-01 00:07:48.385, -9.108,
 12:14:45.652,fe:77:90:13:0e:6b, 2015-01-01 00:07:54.280, -54.003,
 12:14:45.653,cd:75:20:e1:ef:ef, 2015-01-01 00:07:48.385, -9.185,
 12:14:45.741,fe:77:90:13:0e:6b, 2015-01-01 00:07:54.700, -53.965,
 12:14:45.774,cd:75:20:e1:ef:ef, 2015-01-01 00:07:48.385, -9.13,
 12:14:45.861,fe:77:90:13:0e:6b, 2015-01-01 00:07:54.700, -54.009,
 12:14:45.863,cd:75:20:e1:ef:ef, 2015-01-01 00:07:48.740, -9.075,
 12:14:45.951,fe:77:90:13:0e:6b, 2015-01-01 00:07:54.700, -54.075,
 12:14:45.983,cd:75:20:e1:ef:ef, 2015-01-01 00:07:48.740, -9.201,
 12:14:46.044,cd:75:20:e1:ef:ef, 2015-01-01 00:07:48.740, -9.174,
 12:14:46.071,fe:77:90:13:0e:6b, 2015-01-01 00:07:55.085, -54.19,
 12:14:46.162,fe:77:90:13:0e:6b, 2015-01-01 00:07:55.085, -54.097,
 12:14:46.164,cd:75:20:e1:ef:ef, 2015-01-01 00:07:48.740, -9.234,
 12:14:46.254,cd:75:20:e1:ef:ef, 2015-01-01 00:07:49.100, -9.3,
 12:14:46.281,fe:77:90:13:0e:6b, 2015-01-01 00:07:55.085, -54.113,
 12:14:46.341,fe:77:90:13:0e:6b, 2015-01-01 00:07:55.085, -54.58,
 12:14:46.375,cd:75:20:e1:ef:ef, 2015-01-01 00:07:49.100, -9.344,
 12:14:46.463,fe:77:90:13:0e:6b, 2015-01-01 00:07:55.085, -54.63,
 12:14:46.465,cd:75:20:e1:ef:ef, 2015-01-01 00:07:49.100, -9.404,
 12:14:46.551,fe:77:90:13:0e:6b, 2015-01-01 00:07:55.505, -54.701,
 12:14:46.585,cd:75:20:e1:ef:ef, 2015-01-01 00:07:49.100, -9.536,
 12:14:46.671,fe:77:90:13:0e:6b, 2015-01-01 00:07:55.505, -55.278,
 12:14:46.674,cd:75:20:e1:ef:ef, 2015-01-01 00:07:49.515, -9.641,
 12:14:46.762,fe:77:90:13:0e:6b, 2015-01-01 00:07:55.505, -55.723,
 12:14:46.794,cd:75:20:e1:ef:ef, 2015-01-01 00:07:49.515, -9.761,
 12:14:46.854,cd:75:20:e1:ef:ef, 2015-01-01 00:07:49.515, -9.948,
 12:14:46.882,fe:77:90:13:0e:6b, 2015-01-01 00:07:55.860, -56.195,
 12:14:46.942,fe:77:90:13:0e:6b, 2015-01-01 00:07:55.860, -56.53,
 12:14:46.975,cd:75:20:e1:ef:ef, 2015-01-01 00:07:49.515, -10.074,
 12:14:47.064,cd:75:20:e1:ef:ef, 2015-01-01 00:07:49.905, -10.195,
 12:14:47.091,fe:77:90:13:0e:6b, 2015-01-01 00:07:55.860, -56.761,
 12:14:47.152,fe:77:90:13:0e:6b, 2015-01-01 00:07:55.860, -57.173,
 12:14:47.184,cd:75:20:e1:ef:ef, 2015-01-01 00:07:49.905, -10.355,
 12:14:47.273,fe:77:90:13:0e:6b, 2015-01-01 00:07:55.860, -57.233,
 12:14:47.274,cd:75:20:e1:ef:ef, 2015-01-01 00:07:49.905, -10.36,
 12:14:47.361,fe:77:90:13:0e:6b, 2015-01-01 00:07:56.340, -57.283,
 12:14:47.395,cd:75:20:e1:ef:ef, 2015-01-01 00:07:49.905, -10.47,
 12:14:47.482,fe:77:90:13:0e:6b, 2015-01-01 00:07:56.340, -57.343,
 12:14:47.483,cd:75:20:e1:ef:ef, 2015-01-01 00:07:50.320, -10.514,
 12:14:47.572,fe:77:90:13:0e:6b, 2015-01-01 00:07:56.340, -57.393,
 12:14:47.604,cd:75:20:e1:ef:ef, 2015-01-01 00:07:50.320, -10.558,
 12:14:47.664,cd:75:20:e1:ef:ef, 2015-01-01 00:07:50.320, -10.607,
 12:14:47.694,fe:77:90:13:0e:6b, 2015-01-01 00:07:56.340, -57.678,
 12:14:47.752,fe:77:90:13:0e:6b, 2015-01-01 00:07:56.725, -57.838,
 12:14:47.815,cd:75:20:e1:ef:ef, 2015-01-01 00:07:50.320, -10.679,
 12:14:47.871,fe:77:90:13:0e:6b, 2015-01-01 00:07:56.725, -57.892,
 12:14:47.875,cd:75:20:e1:ef:ef, 2015-01-01 00:07:50.705, -10.783,
 12:14:47.962,fe:77:90:13:0e:6b, 2015-01-01 00:07:56.725, -57.942,
 12:14:47.994,cd:75:20:e1:ef:ef, 2015-01-01 00:07:50.705, -10.833,
 12:14:48.082,fe:77:90:13:0e:6b, 2015-01-01 00:07:57.080, -57.991,
 12:14:48.084,cd:75:20:e1:ef:ef, 2015-01-01 00:07:50.705, -10.871,
 12:14:48.171,fe:77:90:13:0e:6b, 2015-01-01 00:07:57.080, -58.041,
 12:14:48.204,cd:75:20:e1:ef:ef, 2015-01-01 00:07:51.065, -10.909,
 12:14:48.264,cd:75:20:e1:ef:ef, 2015-01-01 00:07:51.065, -10.948,
 12:14:48.292,fe:77:90:13:0e:6b, 2015-01-01 00:07:57.080, -58.085,
 12:14:48.351,fe:77:90:13:0e:6b, 2015-01-01 00:07:57.080, -58.03,
 12:14:48.383,cd:75:20:e1:ef:ef, 2015-01-01 00:07:51.065, -10.904,
 12:14:48.473,fe:77:90:13:0e:6b, 2015-01-01 00:07:57.080, -57.766,
 12:14:48.474,cd:75:20:e1:ef:ef, 2015-01-01 00:07:51.065, -10.909,
 12:14:48.562,fe:77:90:13:0e:6b, 2015-01-01 00:07:57.500, -57.827,
 12:14:48.625,cd:75:20:e1:ef:ef, 2015-01-01 00:07:51.480, -10.942,
 12:14:48.682,fe:77:90:13:0e:6b, 2015-01-01 00:07:57.500, -57.838,
